record_id,publication_year,TI,relevance_tier,topic_id,topic_loading,lsa_x,lsa_y
WCC12102,2018,The extraterrestrial impact evidence at the Palaeocene-Eocene boundary and sequence of environmental change on the continental shelf,Core_direct,3,0.03922973842801976,0.1444837044673065,-0.028743256918105153
WCC01393,2023,Desert/Forest Fire Detection Using Machine/Deep Learning Techniques,Core_direct,12,0.1649564598586756,0.09788889811068696,0.07772246597100577
WCC03699,2013,Carbon dynamics in the future forest: the importance of long-term successional legacy and climate-fire interactions,Core_direct,1,0.059679600665860436,0.222185660186107,-0.11716096531203371
WCC00636,2025,"Effect of forest fires on housing prices: Case study from Pohang City, South Korea",Core_direct,6,0.05077246396068471,0.1138591871477,0.07351667226904357
WCC06465,2022,"Wildfire-driven changes in the abundance of gas-phase pollutants in the city of Boise, ID during summer 2018",Core_direct,15,0.05818852770850154,0.1570138973513034,0.024302653065801476
WCC11575,2011,Potential Arctic Change Through Climate Amplification Processes,Core_direct,14,0.054171574761190305,0.18559600192608847,-0.02898445132324873
WCC04758,1999,Large-scale impoverishment of Amazonian forests by logging and fire,Contextual_or_indirect,4,0.08446150319987204,0.16539651362354946,-0.030300864444914075
WCC02117,2025,Navigating climate change: Impacts on indigenous practices concerning agrifood systems in Nepal's socio-ecological landscape,Core_direct,6,0.11096564877465782,0.14929998822900148,0.12685751650719215
WCC11157,2021,"The Carbon Cycle of Southeast Australia During 2019-2020: Drought, Fires, and Subsequent Recovery",Core_direct,4,0.08661744568173904,0.1832934080498192,-0.06364397371194794
WCC03931,2019,Source or Sink? A comparison of Landfire- and FIA-based estimates of change in aboveground live tree carbon in California's forests,Core_direct,4,0.06959490512413685,0.16197739621192087,-0.03628070894942481
WCC08588,2021,Time Series Analysis of Climatic Variables in Peninsular Spain. Trends and Forecasting Models for Data between 20th and 21st Centuries,Core_direct,14,0.06787179603463649,0.13059192297158145,-0.005518184742005395
WCC10698,2020,Spatial and Temporal Trends of Burnt Area in Angola: Implications for Natural Vegetation and Protected Area Management,Core_direct,7,0.07620433563484252,0.1846400148571908,-0.015703899530867288
WCC12469,2019,Empirical evidence of a positive climate forcing of aerosols at elevated albedo,Core_direct,5,0.16381782367980985,0.13344609775982585,-0.04784652559672406
WCC03945,2023,"Model Classification of Fire Weather Index using the SVM-FF Method on Forest Fire in North Sumatra, Indonesia",Contextual_or_indirect,2,0.10587145684994206,0.14639001803301216,0.05242586001196029
WCC09007,2024,Characterizing Fire-Induced Forest Structure and Aboveground Biomass Changes in Boreal Forests Using Multitemporal Lidar and Landsat,Core_direct,11,0.10183528679850805,0.20024101030885508,-0.13112187095215053
WCC02884,2016,"Complex Challenges of Maintaining Whitebark Pine in Greater Yellowstone under Climate Change: A Call for Innovative Research, Management, and Policy Approaches",Core_direct,1,0.0970816325923313,0.13972813570625345,-0.012353102868616446
WCC00936,2018,"ASSESSMENT OF RELATIONSHIP BETWEEN LOCATIONS AND DISTANCES TO ROADSIDE OF FOREST FIRES IN ISTANBUL, TURKEY",Core_direct,7,0.03421109665087189,0.10150036426054228,0.03763086691532457
WCC08342,2025,Hydroclimate volatility on a warming Earth,Core_direct,13,0.04633190092378178,0.153533080657221,0.018083019847754518
WCC05568,2010,Implications of future disturbance regimes on the carbon balance of Canada's managed forest (2010-2100),Core_direct,13,0.07820657072839206,0.17549442414467212,-0.08003476182370221
WCC01913,2022,Modelling the Effect of Temperature Increments on Wildfires,Core_direct,12,0.04249027434506595,0.17208081797843136,-0.007597338471079611
WCC03774,2024,Impact of climate change on immune responses and barrier defense,Core_direct,9,0.07384393972185702,0.12310692464412155,0.1388456559358146
WCC09764,2012,"JEFFREY PINE SEED DISPERSAL IN THE SIERRA SAN PEDRO MARTIR, BAJA CALIFORNIA, MEXICO",Core_direct,1,0.09588140546748106,0.14520415481951937,-0.06851202020431917
WCC09819,2019,Postfire population dynamics of a fire-dependent cypress,Core_direct,1,0.07360085035995877,0.1836563109042128,-0.04996194916153417
WCC06528,2025,Post-fire erosion dynamics in the Dim River Basin: a remote sensing and Google Earth Engine approach,Contextual_or_indirect,7,0.05802306490617677,0.1404783269419034,-0.008225192999424074
WCC11170,2020,Drainage reduces the resilience of a boreal peatland,Contextual_or_indirect,4,0.04712556116250377,0.17860587928909732,-0.11114054608613638
WCC06515,2024,"Char and soot records of the Holocene fire history and its implications for climate-vegetation change and human activities within the Guanzhong Basin, southern Loess Plateau, China",Core_direct,3,0.11582824619253893,0.18099006009126906,-0.08481906956808112
WCC09078,2016,Dispersal limitation drives successional pathways in Central Siberian forests under current and intensified fire regimes,Core_direct,1,0.0965573065149609,0.18365978909949138,-0.14046302768583555
WCC06059,2024,Rain use efficiency gradients across Australian ecosystems,Core_direct,13,0.05571544524860205,0.19220442603862445,-0.024418177947483757
WCC11335,2017,Daily synoptic conditions associated with large fire occurrence in Mediterranean France: evidence for a wind-driven fire regime,Contextual_or_indirect,14,0.0674567002451832,0.17890210944916887,-0.001892617707693289
WCC08365,2025,The growing link between heatwaves and megafires: evidence from southern Mediterranean countries of Europe,Core_direct,9,0.06956825420840061,0.1768516737927972,0.06085791148689327
WCC06403,2023,Novel climate-fire-vegetation interactions and their influence on forest ecosystems in the western USA,Core_direct,1,0.06426604098340458,0.2032571495942285,-0.06740931186752548
WCC00052,2022,Rapid Growth of Large Forest Fires Drives the Exponential Response of Annual Forest-Fire Area to Aridity in the Western United States,Core_direct,13,0.08009402503754119,0.14297163414023817,-0.017727497227705776
WCC06379,2017,Species distribution models for a migratory bird based on citizen science and satellite tracking data,Core_direct,10,0.07057052126135269,0.15091833407386984,-0.01896263895011767
WCC10974,2015,Post-Fire Seedling Recruitment and Morpho-Ecophysiological Responses to Induced Drought and Salvage Logging in Pinus halepensis Mill. Stands,Contextual_or_indirect,1,0.12466510298976873,0.1824171867396816,-0.0797442864813591
WCC00017,2024,"Predicting dynamics of wildfire regimes in Yunnan, China",Core_direct,2,0.120755393726394,0.19776565300315574,0.019224319153033013
WCC04253,2018,Wildfire Burn Intensity Affects the Quantity and Speciation of Polycyclic Aromatic Hydrocarbons in Soils,Core_direct,8,0.06348016089300322,0.14059905485796914,-0.035747525075228916
WCC00292,2013,Estimating future burned areas under changing climate in the EU-Mediterranean countries,Core_direct,13,0.07743435379078707,0.20999264580392174,0.026244662561583487
WCC05238,2021,Important meteorological predictors for long-range wildfires in China,Contextual_or_indirect,14,0.08459666231897495,0.1481086426570738,-0.005182557779193803
WCC02069,2014,Projected Effects of Climate and Development on California Wildfire Emissions through 2100,Core_direct,13,0.08356318543702758,0.21927973838590775,0.05956505699602658
WCC10264,2011,Persistent effects of fire severity on early successional forests in interior Alaska,Contextual_or_indirect,1,0.09932977950706594,0.19001649163706336,-0.17370428400499519
WCC01525,2013,Reframing ecosystem management in the era of climate change: Issues and knowledge from forests,Core_direct,6,0.08414959630974159,0.18645400592187306,0.09082061391850611
WCC05328,2017,Multi-temporal Forest Cover Change and Forest Density Trend Detection in a Mediterranean Environment,Core_direct,7,0.09529575240558882,0.1633667599590748,-0.024332578155705768
WCC01790,2021,Educating for resilience: parent and teacher perceptions of children's emotional needs in response to climate change,Core_direct,6,0.059105053015993766,0.0959588062202657,0.1060772216786325
WCC02388,2023,Changes of Extreme High Temperature by Global Warming in the Northern Hemisphere,Core_direct,9,0.06282353956264326,0.1811001102614092,0.00383351526610171
WCC12091,2025,Mesophication or densification? Relative effects of tree leaf litter transplantation and C4 grass removal on fire behavior in a restored oak woodland,Core_direct,0,0.06278470976460503,0.10566136444097575,-0.04809855065994177
WCC09542,2021,Vegetation Response of a Dry Mixed Prairie to a Single Spring or Fall Burn,Core_direct,14,0.03372174467528302,0.17966857193439967,-0.08450914058889868
WCC04189,2019,How does drought impact burned area in Mediterranean vegetation communities?,Core_direct,14,0.053732715725109494,0.2056299104243445,-0.03579432239505602
WCC01096,2013,A MODIS time series data based algorithm for mapping forest fire burned area,Core_direct,7,0.08293584212018411,0.1156549394282804,-0.0033847860738886507
WCC12085,2025,Differential impact of wildfire and rice straw ash on the skin microbiota of Rana dybowskii adults and tadpoles,Core_direct,10,0.038830648753735444,0.13211790439179993,0.006452085772060903
WCC07734,2025,Working together to drive change: weaving caring for Country practices into fire risk management on Djiringanj Country,Core_direct,6,0.08398733542860246,0.11877467051907777,0.09419885701620503
WCC05349,2017,When can refuges mediate the genetic effects of fire regimes? A simulation study of the effects of topography and weather on neutral and adaptive genetic diversity in fire-prone landscapes,Core_direct,10,0.04729577810200699,0.1672217664737193,-0.02906034699359172
WCC09222,2024,Heterogeneity in post-fire thermal responses across Pacific Northwest streams: A multi-site study,Core_direct,11,0.07366008903296138,0.17338690110751523,-0.054086878304122725
WCC07998,2009,"Holocene fire and vegetation dynamics in a montane forest, North Cascade Range, Washington, USA",Contextual_or_indirect,3,0.17229106608300496,0.16284162737326127,-0.15889881360434274
WCC00681,2022,Quantifying drivers of change in social-ecological systems: land management impacts wildfire probability in forests of the western US,Core_direct,13,0.06808167950389345,0.14811863098190872,0.017454694942333083
WCC03175,2025,Demographic processes and fire regimes interact to influence plant population persistence under changing climates,Core_direct,10,0.08943566128633854,0.17034254852416159,-0.03925204357213738
WCC12647,2025,Assessing WildfireGPT: a comparative analysis of AI models for quantitative wildfire spread prediction,Contextual_or_indirect,12,0.07499576540575695,0.10546331313537877,0.0656393383684214
WCC02357,2023,Health-based strategies for overcoming barriers to climate change adaptation and mitigation,Core_direct,15,0.054190227256945785,0.16729427167289046,0.1739490256849791
WCC11458,2025,Understanding householders' perceptions of threats following the 2019/2020 Black Summer bushfires in Australia,Contextual_or_indirect,6,0.08811583469193053,0.13754145742314747,0.11555923774735176
WCC04021,2008,"Mixed-conifer understory response to climate change, nitrogen, and fire",Core_direct,0,0.05074002376321369,0.18581527151775779,-0.09550106723099477
WCC05391,2022,Monitoring populations and threats to range-restricted freshwater fishes: A case study of the Stocky Galaxias (Galaxias tantangara),Core_direct,10,0.09322955458489154,0.14077272760774281,0.034836757505261315
WCC03775,2001,Future fire in Canada's boreal forest: paleoecology results and general circulation model - regional climate model simulations,Contextual_or_indirect,13,0.07736000232560257,0.16167233914571433,-0.06505259075984121
WCC01655,2018,Does it matter if people think climate change is human caused?,Core_direct,6,0.06333652008648248,0.12686914205396374,0.06417615406487007
WCC08250,2025,Multi-objective Optimization for Exploring the Effectiveness of Building Mitigation Towards Reducing Urban Conflagrations,Core_direct,6,0.059126072011270216,0.1643234460007535,0.1131758790746109
WCC06779,2015,A global assessment of the carbon cycle and temperature responses to major changes in future fire regime,Core_direct,4,0.06472415324889724,0.17113517950699395,-0.06910299771974551
WCC03250,2021,Characterizing forest vulnerability and risk to climate-change hazards,Core_direct,6,0.06973383835981542,0.1338273772484862,0.1045809249471427
WCC09282,2020,Forest Management Under Megadrought: Urgent Needs at Finer Scale and Higher Intensity,Contextual_or_indirect,1,0.08285859867841645,0.1901134114779502,-0.006432295036070011
WCC01399,2007,Interannual variations of area burnt in Tasmanian bushfires: relationships with climate and predictability,Core_direct,14,0.10192790901850564,0.13362019975534933,-0.01872225567012022
WCC03165,2021,Extreme Weather and Climate Change: Population Health and Health System Implications,Core_direct,9,0.13790286792028356,0.19148334091017102,0.22104059312631302
WCC04722,2025,Modelling spatiotemporal patterns of wildfire risk in the Garden Route District biodiversity hotspots using analytic hierarchy process in South Africa,Contextual_or_indirect,11,0.03838845332814661,0.1602673784484969,0.030153198185185276
WCC06576,2022,Population decline in California spotted owls near their southern range boundary,Core_direct,0,0.05470373914034303,0.1945548719425858,-0.073033306274698
WCC04511,2023,Effects of fire on the soil microbial metabolic quotient: A global meta-analysis,Core_direct,8,0.1030209560643104,0.15278491828083052,-0.07774236855854737
WCC01267,2024,"Assessing Chilgoza Pine ( Pinus gerardiana ) forest fire severity: Remote sensing analysis, correlations, and predictive modeling for enhanced management strategies",Core_direct,12,0.09032041942603102,0.19686884367115842,0.042924585301592204
WCC11321,2022,Long-Term Health Impacts of Wildfire Exposure: A Retrospective Study Exploring Hospitalization Dynamics Following the 2016 Wave of Fires in Israel,Core_direct,15,0.06118018967684745,0.16040868839935785,0.13489109244975425
WCC04278,2024,Solastalgia following the Australian summer of bushfires: Qualitative and quantitative insights about environmental distress and recovery,Core_direct,6,0.06502383831939315,0.1338423964249316,0.11334096299916963
WCC08174,2013,Identification of unrecognized tundra fire events on the north slope of Alaska,Contextual_or_indirect,8,0.04092272086767894,0.15288726453833315,-0.111786509571517
WCC03131,2013,Impacts of climate and catastrophic forest changes on streamflow and water balance in a mountainous headwater stream in Southern Alberta,Core_direct,13,0.06635304946502601,0.17893218578406034,-0.0313006278410342
WCC00752,2021,How to build a firebreak to stop smouldering peat fire: insights from a laboratory-scale study,Core_direct,8,0.056340855860598366,0.11272683329644566,-0.03673910670030245
WCC06695,2022,Change in fire frequency drives a shift in species composition in native Eucalyptus regnans forests: Implications for overstorey forest structure and transpiration,Core_direct,1,0.041448284957453826,0.11915536092416364,-0.056369681842771635
WCC09649,2011,Assessing net ecosystem carbon exchange of US terrestrial ecosystems by integrating eddy covariance flux measurements and satellite observations,Core_direct,4,0.09275764677477324,0.16846215836621994,-0.068470636279626
WCC10123,2025,Effects of Dormant Season and Contemporary Spring-Summer Grazing on Plant Community Composition in the Sagebrush Ecosystem,Core_direct,10,0.042508406194558895,0.14643324387518375,-0.03635165890517801
WCC07157,2021,Climate-Driven Tree Mortality and Fuel Aridity Increase Wildfire's Potential Heat Flux,Core_direct,1,0.07588229096890452,0.13234310737557348,-0.054199608002085314
WCC07879,2025,"The path to strategic fire management planning in the Aran, Pyrenees",Core_direct,6,0.07546749557388445,0.16436777656734658,0.07900632061872444
WCC08668,2022,Impact of short school closures (1-5 days) on overall academic performance of schools in California,Core_direct,12,0.022121388277903945,0.09828581703976544,0.0671248194124663
WCC03830,2020,What controls fire spatial patterns? Predictability of fire characteristics in the Canadian boreal plains ecozone,Contextual_or_indirect,11,0.05333547759746421,0.22375795862488077,-0.044132038066496335
WCC00606,2025,Asthma medication usage after environmental exposure to wildfire smoke: A systematic review,Core_direct,15,0.11822149993118283,0.15910591230490148,0.17424605691506018
WCC01002,2025,Documentation and validation of indigenous knowledge by rural women for climate change adaptation in the Himalayan ecosystems of Uttarakhand,Core_direct,6,0.065445360900338,0.11437366967952588,0.08020242401734302
WCC10000,2025,Practitioner tools for addressing knowing-doing gaps in seed-based restoration,Core_direct,10,0.05150814041959907,0.15426428972877523,0.04755046701199909
WCC12384,2008,"Long-term fire history from alluvial fan sediments: the role of drought and climate variability, and implications for management of Rocky Mountain forests",Core_direct,1,0.09269673095841308,0.17640274087999816,-0.1042124988541268
WCC03269,2004,The impact of twenty-first century climate change on wildland fire danger in the western United States: An applications perspective,Core_direct,13,0.10449042674796863,0.21317957773354954,0.03904483262050629
WCC00984,2024,Forest fires in cool-temperate and humid-continental forests-an overview,Core_direct,0,0.032291440462157435,0.13933155022905436,0.03987402237716361
WCC04606,2009,"Towards a climate change adaptation strategy for coffee communities and ecosystems in the Sierra Madre de Chiapas, Mexico",Core_direct,6,0.07781539158105208,0.17637304989345087,0.07795873287405448
WCC12048,2022,Summer Midlatitude Stationary Wave Patterns Synchronize Northern Hemisphere Wildfire Occurrence,Core_direct,14,0.05306854114259865,0.16581746082075743,0.01662670259535208
WCC07402,2024,Can CO2 Emission and Economic Loss Drive Forestry Productivity in the Context of Low Carbon Economy in China,Core_direct,4,0.06517426322902267,0.14329376488418363,0.04557844212684678
WCC07186,2012,"Cajander larch (Larix cajanderi) biomass distribution, fire regime and post-fire recovery in northeastern Siberia",Core_direct,11,0.05305501642814706,0.17947554233336166,-0.11258810008443307
WCC11267,2009,Analysing forest recovery after wildfire disturbance in boreal Siberia using remotely sensed vegetation indices,Contextual_or_indirect,7,0.09487320892150947,0.2067603841660977,-0.12397801428402465
WCC08659,2021,"Creation, destruction, and COVID-19: Heeding the call of country, bringing things into balance",Core_direct,6,0.03588255314554863,0.08104009279025913,0.06162078799383239
WCC03041,2024,Current benefits of wildfire smoke for yields in the US Midwest may dissipate by 2050,Core_direct,15,0.039263894155363195,0.12312416117639317,0.032640969570097586
WCC04043,2023,Amazon climate extremes: Increasing droughts and floods in Brazil's state of Acre,Core_direct,9,0.12846320757441898,0.1328423549200148,0.1291273303668085
WCC04987,2021,Evaluation of geomorphometric characteristics and soil properties after a wildfire using Sentinel-2 MSI imagery for future fire-safe forest,Contextual_or_indirect,7,0.10875764514683064,0.16920590768988947,-0.014932172015013954
WCC05533,2022,Wetland Successional State Affects Fire Severity in a Boreal Shield Landscape,Core_direct,11,0.07053987976691231,0.1766303700780607,-0.0757727496778536
WCC03139,2023,Considering sustainability trade-offs in bushfire policy for the wildland-urban interface,Core_direct,6,0.10097871447590119,0.14148330549798072,0.1365225635204657
WCC02339,2022,Early Detection of Forest Fire Using Mixed Learning Techniques and UAV,Core_direct,12,0.12027883292876652,0.09733762842486014,0.04782995053252985
WCC07877,2023,The Database of European Forest Insect and Disease Disturbances: DEFID2,Core_direct,1,0.06649424970082785,0.19422143831985136,-0.03035570580031735
WCC04524,2025,"REMOTE SENSING-SUPPORTED MONITORING OF NATURAL AND ANTHROPOGENIC HAZARDS TO CULTURAL HERITAGE IN VENTOTENE AND S. STEFANO ISLANDS, ITALY",Core_direct,7,0.0794168512509619,0.13553693675203635,0.08410821038385709
WCC00494,2014,"Fire-regime complacency and sensitivity to centennial-through millennial-scale climate change in Rocky Mountain subalpine forests, Colorado, USA",Core_direct,3,0.10370500080449632,0.2072852908874837,-0.12333480392708217
WCC00683,2011,Pyrogenic Remobilization of Historic Industrial Lead Depositions,Core_direct,15,0.01638334064178843,0.09075366841734726,-0.0011883849800186528
WCC03083,2022,Mapping the vulnerability of indigenous fruit trees to environmental change in the fragile savannah ecological zone of Northern Ghana,Core_direct,6,0.08392266189321379,0.14639343446405798,0.08296956578372353
WCC11067,2022,Fire ignition patterns to manage prescribed fire behavior: Application to Mediterranean pine forests,Core_direct,0,0.08899066747095723,0.16775246640934896,0.0101007313745346
WCC02131,2024,Palaeoecological multiproxy reconstruction captures long-term climatic and anthropogenic impacts on vegetation dynamics in the Rhaetian Alps,Core_direct,3,0.12117467992878603,0.17039226110944725,-0.11094223912284737
WCC12698,2019,The protective action decision model: when householders choose their protective response to wildfire,Contextual_or_indirect,6,0.061177789270723155,0.11642212901666284,0.101202808063232
WCC07088,2024,Drought threat to terrestrial gross primary production exacerbated by wildfires,Contextual_or_indirect,9,0.050191366456354004,0.15771120130611918,0.01527478318648767
WCC04530,2015,Availability and uses of spatial databases for research and management of K'gari-Fraser Island,Contextual_or_indirect,7,0.07045595806149525,0.13758460705751505,0.044219572371753085
WCC07015,2025,Toward a Canadian national river water quality modeling system: state of science and future prospects,Core_direct,8,0.059058317756020724,0.2334311227455395,0.058548075089085196
WCC09645,2019,"Working at the ""speed of trust"": pre-existing and emerging social ties in wildfire responder networks in Sweden and Canada",Core_direct,6,0.06288782244704899,0.11379048275665865,0.07158233923474663
WCC07671,2001,Climatic variability in eastern Oregon and Washington,Core_direct,9,0.030688991087285646,0.17364937065936867,-0.00018422151576735486
WCC10865,2019,Developing and testing models of the drivers of anthropogenic and lightning-caused wildfire ignitions in south-eastern Australia,Contextual_or_indirect,2,0.02965589174555274,0.16589783044700504,0.04980042386449797
WCC00179,2012,"A multivariate analysis of biophysical factors and forest fires in Spain, 1991-2005",Core_direct,7,0.04095371004230018,0.13524479639885087,-0.024962126107333126
WCC05673,2024,Arrested Succession on Fire-Affected Slopes in the Krummholz Zone and Subalpine Forest of the Northern Limestone Alps,Core_direct,1,0.0605095085786062,0.17113072891317158,-0.11729729896603233
WCC06049,2021,Wildfire and climate change adaptation of western North American forests: a case for intentional management,Core_direct,6,0.0559137248816185,0.19587569810419492,0.024164823367012336
WCC11364,2019,Bird community shifts associated with saltwater exposure in coastal forests at the leading edge of rising sea level,Contextual_or_indirect,10,0.06631508227649145,0.18011883242341897,-0.03076946050512308
WCC04546,2009,Fuel treatment effects on tree-based forest carbon storage and emissions under modeled wildfire scenarios,Core_direct,0,0.09202042526094029,0.13077493704431908,-0.0611871873616275
WCC09782,2017,Late-Quaternary records of vegetation and fire in southeastern North Carolina from Jones Lake and Singletary Lake,Core_direct,3,0.1887820507801198,0.17021860381815873,-0.14018118616708927
WCC00529,2025,"Analysis of the Anthropogenic Probability of Forest Fires in the Tempisque Conservation Area, Costa Rica: An Approach Based on Weights of Evidence and Landscape Metrics",Core_direct,7,0.03244190693565024,0.14153739856060668,-0.004428090469665108
WCC06292,2025,"Resilient Multi-Sink, Multipath Routing for Mobility-Limited Wireless Sensor Networks in Hostile Event Monitoring",Core_direct,12,0.04850392512771107,0.11708398203374457,0.09874393583452809
WCC12459,2017,Retrieval of forest fuel moisture content using a coupled radiative transfer model,Contextual_or_indirect,2,0.04590021004402854,0.12281560711093716,-0.04424620925814719
WCC04529,2021,An Automatic and Operational Method for Land Cover Change Detection Using Spatiotemporal Analysis of MODIS Data: A Northern Ontario (Canada) Case Study,Core_direct,7,0.12154533776102905,0.1471413124766553,0.024031549269713893
WCC11558,2021,Moisture availability and ecological restoration limit fine fuels and modelled wildfire intensity following non-native ungulate removal in Hawaii,Contextual_or_indirect,0,0.07455393149995164,0.170376920949017,-0.049957607595875565
WCC10568,2010,Radiative forcing of haze during a forest fire in Spain,Core_direct,5,0.14566984230161956,0.10933348467842731,0.000814818120997158
WCC03468,2023,Dead in the water: Mortality messaging in water crisis communication and implications for pro-environmental outcomes,Core_direct,6,0.036737624837347396,0.11371245775895922,0.0690039733829423
WCC05691,2023,Wildfire Susceptibility Mapping Using Deep Learning Algorithms in Two Satellite Imagery Dataset,Contextual_or_indirect,12,0.11441457760880898,0.1327652206202233,0.07503301124285332
WCC12957,2015,Aerosols over continental Portugal (1978-1993): their sources and an impact on the regional climate,Core_direct,5,0.08383660244771379,0.17780875017015713,0.007641098726143506
WCC10566,2019,Variation in fine root biomass along a 1000 km long latitudinal climatic gradient in mixed boreal forests of North-East Europe,Contextual_or_indirect,8,0.08860194054893292,0.18077414529965846,-0.11427090728409318
WCC02096,2025,Impact of Climate Change on Adolescents' Health Outcomes: An Evidence Gap Map Review,Core_direct,9,0.07309413607255046,0.12562361247356274,0.17645491136436628
WCC04374,2024,Multitemporal Dynamics of Fuels in Forest Systems Present in the Colombian Orinoco River Basin Forests,Core_direct,0,0.050797213662453974,0.19458213565246915,-0.01872096478761076
WCC00046,2014,"Lightning-caused forest fire risk in Northwestern Ontario, Canada, is increasing and associated with anomalies in fire weather",Core_direct,2,0.06809178239248297,0.16557003849327304,0.015888656297248584
WCC05413,2025,"Antarctic Ice Core Records of Saturated (C8-C30), Unsaturated (C16:1, Cis/Trans C18:1, and C18:2), and Branched-Chain (iC10-iC16) Fatty Acids and Dehydroabietic Acid from Preindustrial to Near-Present Time: Implications for Global Warming and Climate Changes",Core_direct,5,0.041150158616300024,0.15031865961125962,-0.056232951762490546
WCC04944,2010,"Age and growth of a fire prone Tasmanian temperate old-growth forest stand dominated by Eucalyptus regnans, the world's tallest angiosperm",Core_direct,1,0.061298490190686526,0.15309553745206106,-0.07009159015968824
WCC05397,2017,Can We Go Beyond Burned Area in the Assessment of Global Remote Sensing Products with Fire Patch Metrics?,Core_direct,7,0.09363397732097768,0.13878926076579812,-0.021883927167138204
WCC02540,2018,Changes in extreme events and the potential impacts on human health,Core_direct,9,0.1341362937808763,0.15846032313341382,0.19050822697436473
WCC11773,2012,Retrieval of Aerosol Optical Depth above Clouds from OMI Observations: Sensitivity Analysis and Case Studies,Core_direct,5,0.15742590948733773,0.1402127480728665,-0.019337477247809126
WCC00163,2019,Evolution of Burned Area in Forest Fires under Climate Change Conditions in Southern Spain Using ANN,Core_direct,12,0.05416383725308171,0.1458502750046951,-0.0009523075254501583
WCC08923,2018,Decreasing fire season precipitation increased recent western US forest wildfire activity,Core_direct,13,0.08134584709388583,0.18092066428586642,-0.04611918967447006
WCC06179,2023,A multi-benefit framework for funding forest management in fire-driven ecosystems across the Western US,Core_direct,6,0.08347621288498058,0.17549837429148216,0.0862326450300875
WCC12552,2022,"Assessing wildfire risk and mitigation strategies in Qipanshan, China",Contextual_or_indirect,0,0.07254457973714239,0.2079533221684196,0.08591410524584789
WCC08070,2023,Stable background tree mortality in mature and old-growth forests in western Washington (NW USA),Core_direct,1,0.13064036621260078,0.19555061638573445,-0.06315555089207026
WCC01412,2024,Health risks of climate change in Australia: An umbrella review,Core_direct,15,0.08642896977191583,0.16082872134240822,0.23791028129369904
WCC04616,2024,"Natural Aerosols, Gaseous Precursors and Their Impacts in Greece: A Review from the Remote Sensing Perspective",Core_direct,7,0.05813671509027911,0.17010627854025948,0.023584111848169973
WCC05291,2024,"Extreme weather impacts on butterfly populations in Southern Texas, USA",Core_direct,9,0.09874430019428486,0.17171855167027647,0.021010948510622584
WCC04894,2022,Landscape Planning Integrated Approaches to Support Post-Wildfire Restoration in Natural Protected Areas: The Vesuvius National Park Case Study,Contextual_or_indirect,6,0.10988454831014745,0.18568254743245868,0.11265634411378343
WCC05994,2018,Observed variability and trends in the microclimate of the midlands of KwaZulu-Natal and its influence on fire danger,Core_direct,14,0.07657924048746124,0.18300511390204877,-0.029599021845731075
WCC00526,2011,Modelling carbon and nitrogen dynamics in forest ecosystems of Central Russia under different climate change scenarios and forest management regimes,Core_direct,8,0.04260389960689467,0.16713496555121574,-0.08914980347663999
WCC10497,2023,Forcing the Global Fire Emissions Database burned-area dataset into the CommunityLand Model version 5.0: impacts on carbon and water fluxes at high latitudes,Core_direct,4,0.05703384225577188,0.17556072569354217,-0.06776467889823913
WCC04828,2021,Fire from the Sky in the Anthropocene,Core_direct,9,0.062786286288092,0.1267765056840019,0.07348880702431346
WCC06343,2020,A Holocene Perspective of Vegetation Controls on Seasonal Boreal Wildfire Sizes Using Numerical Paleo-Ecology,Contextual_or_indirect,3,0.08563621794795083,0.19672563395723777,-0.11664703846824097
WCC07939,2025,Global Simulations Suggest Biomass Burning Aerosol Emissions From Grassland Fires Could Be Important Ice Nucleating Particles,Core_direct,5,0.07199635762145502,0.15772100193555588,-0.051584870410932404
WCC10733,2008,Fire-mediated dieback and compositional cascade in an Amazonian forest,Core_direct,1,0.11466800546572778,0.1677923800565884,-0.10632351182588932
WCC05821,2020,Modelling of sectoral emissions of short-lived and long-lived climate pollutants under various control technological strategies,Core_direct,4,0.07230294282600261,0.17592965706133284,0.055077410728507976
WCC12686,2025,Synoptic and Regional Meteorological Drivers of a Wildfire in the Wildland-Urban Interface of Faro (Portugal),Contextual_or_indirect,2,0.10788818283366589,0.16016190293444504,0.031063501544621175
WCC11463,2025,Decadal (2012-2023) account of spatio-temporal variability in satellite-detected biomass fires on Indian landmass and their fire radiative power,Core_direct,7,0.04265367336806075,0.12335309773265343,0.03270321312704381
WCC06581,2025,Pattern recognition and modelling of virulent wildfires in Spain,Core_direct,6,0.03362032555120483,0.15899040234754092,0.06767126926363415
WCC06205,2013,Upward expansion of fire-adapted grasses along a warming tropical elevation gradient,Core_direct,10,0.05751526143725828,0.13528467369640654,-0.07003820341444003
WCC08313,2024,Local Ecological Knowledge Indicates Pathways Towards Equitable and Sustainable Management of the Sudano-Guinean Savanna,Contextual_or_indirect,6,0.06563365509747865,0.15628329676442432,0.042666168777564045
WCC00610,2024,"Synthesis and Perspectives on Disturbance Interactions, and Forest Fire Risk and Fire Severity in Central Europe",Core_direct,1,0.03024744885371489,0.18598733997066258,-0.005458544156628552
WCC00385,2011,Specific features of the 2010 summer heat formation in the European territory of Russia in the context of general climate changes and climate anomalies,Core_direct,9,0.05760108256230237,0.13449557541795004,0.04261817335545288
